%SECTION%1%;Nodes;
%FIELDS%;node_id;x;y;lat;lon;name;specification;
%DESRIPTION%;ID;x-coordination;y-coordination;latitude;longitude;name;{'', gate, runway, holding_point, intermediate};
;N428;25.2696023833;51.5593059833;25.2696023833;51.5593059833;N428;;
;N429;25.27184195;51.558389;25.27184195;51.558389;N429;;
;N430;25.2649449;51.5718305;25.2649449;51.5718305;N430;;
;N431;25.2724714;51.5581675;25.2724714;51.5581675;N431;;
;N432;25.248982475;51.568455325;25.248982475;51.568455325;N432;;
;N433;25.24945165;51.56824665;25.24945165;51.56824665;N433;;
;N434;25.249920825;51.568037975;25.249920825;51.568037975;N434;;
;N435;25.26686765;51.5609421;25.26686765;51.5609421;N435;;
;N436;25.2678735;51.56363045;25.2678735;51.56363045;N436;;
;N437;25.2677068;51.5631843;25.2677068;51.5631843;N437;;
;N438;25.2675401;51.56273815;25.2675401;51.56273815;N438;;
;N439;25.2659868;51.5653734;25.2659868;51.5653734;N439;;
;N440;25.2639568;51.56643655;25.2639568;51.56643655;N440;;
;N441;25.262618;51.56634675;25.262618;51.56634675;N441;;
;N442;25.2657057;51.5729662;25.2657057;51.5729662;N442;;
%SECTION%1%;Edges;
%FIELDS%;edge_id;start_node;end_node;directed;length;specification;traversal_time;name;
%DESCRIPTION%;ID;node_id;node_id;0 for undirected, 1 for directed;[m];{gate,runway,taxiway,taxiwayrunway,other};[s];name;
;1;N82;N13;0;41.947;taxiway;0;;
;2;N13;N11;0;39.67;taxiway;0;;
;3;N11;N173;0;41.551;taxiway;0;;
;8;N165;N163;0;57.556;taxiway;0;;
;9;N163;N161;0;59.521;taxiway;0;;
;12;N143;N34;0;7.442;taxiway;0;;
;20;N16;N180;0;41.324;taxiway;0;;
;24;N3;N4;0;53.666;taxiway;0;;
;25;N4;N5;0;51.512;taxiway;0;;
;26;N5;N6;0;55.329;taxiway;0;;
;27;N6;N7;0;32.458;taxiway;0;;
;28;N7;N8;0;42.513;taxiway;0;;
;35;N43;N45;0;57.284;taxiway;0;;
;47;N47;N48;0;40.256;taxiway;0;;
;48;N48;N49;0;39.796;taxiway;0;;
;49;N49;N50;0;20.027;taxiway;0;;
;50;N46;N65;0;57.761;taxiway;0;;
;56;N93;N64;0;53.633;taxiway;0;;
;57;N64;N72;0;26.596;taxiway;0;;
;58;N72;N63;0;26.02;taxiway;0;;
;59;N63;N70;0;19.417;taxiway;0;;
;63;N80;N73;0;18.408;taxiway;0;;
;64;N73;N79;0;18.321;taxiway;0;;
;65;N79;N78;0;17.634;taxiway;0;;
;66;N78;N84;0;59.995;taxiway;0;;
;72;N81;N102;0;34.83;taxiway;0;;
;77;N67;N69;0;26.591;taxiway;0;;
;78;N69;N68;0;24.539;taxiway;0;;
;83;N81;N101;0;46.248;taxiway;0;;
;85;N90;N92;0;50.567;taxiway;0;;
;86;N92;N100;0;29.577;taxiway;0;;
;91;N76;N191;0;49.712;taxiway;0;;
;122;N119;N121;0;7.861;taxiway;0;;
;129;N127;N125;0;36.951;taxiway;0;;
;130;N125;N123;0;36.859;taxiway;0;;
;143;N145;N156;0;57.002;taxiway;0;;
;144;N156;N150;0;8.79;taxiway;0;;
;145;N150;N158;0;37.02;taxiway;0;;
;146;N158;N152;0;27.579;taxiway;0;;
;147;N152;N154;0;59.296;taxiway;0;;
;148;N154;N146;0;52.413;taxiway;0;;
;172;N177;N13;0;35.51;taxiway;0;;
;174;N178;N3;0;49.922;taxiway;0;;
;176;N179;N16;0;42.73;taxiway;0;;
;177;N181;N16;0;53.324;taxiway;0;;
;178;N77;N183;0;46.361;taxiway;0;;
;179;N182;N77;0;57.646;taxiway;0;;
;180;N131;N184;0;56.094;taxiway;0;;
;181;N147;N185;0;56.534;taxiway;0;;
;182;N146;N186;0;48.86;taxiway;0;;
;183;N144;N196;0;27.292;taxiway;0;;
;184;N145;N187;0;47.643;taxiway;0;;
;186;N167;N190;0;28.062;taxiway;0;;
;187;N41;N189;0;55.795;taxiway;0;;
;200;N82;N200;0;48.956;taxiway;0;;
;201;N12;N200;0;48.956;taxiway;0;;
;202;N169;N201;0;35.63;taxiway;0;;
;203;N171;N201;0;35.63;taxiway;0;;
;204;N167;N202;0;35.325;taxiway;0;;
;205;N169;N202;0;35.325;taxiway;0;;
;206;N147;N203;0;36.696;taxiway;0;;
;207;N41;N203;0;36.696;taxiway;0;;
;208;N165;N204;0;32.032;taxiway;0;;
;209;N147;N204;0;32.032;taxiway;0;;
;210;N144;N205;0;34.04;taxiway;0;;
;211;N161;N205;0;34.04;taxiway;0;;
;212;N143;N206;0;34.238;taxiway;0;;
;213;N144;N206;0;34.238;taxiway;0;;
;214;N141;N207;0;31.864;taxiway;0;;
;215;N34;N207;0;31.864;taxiway;0;;
;216;N139;N208;0;34.882;taxiway;0;;
;217;N141;N208;0;34.882;taxiway;0;;
;218;N137;N209;0;34.329;taxiway;0;;
;219;N139;N209;0;34.329;taxiway;0;;
;220;N135;N210;0;37.73;taxiway;0;;
;221;N137;N210;0;37.73;taxiway;0;;
;222;N133;N211;0;36.414;taxiway;0;;
;223;N135;N211;0;36.414;taxiway;0;;
;224;N131;N212;0;36.032;taxiway;0;;
;225;N133;N212;0;36.032;taxiway;0;;
;226;N179;N213;0;58.244;taxiway;0;;
;227;N213;N214;0;58.244;taxiway;0;;
;228;N214;N215;0;58.244;taxiway;0;;
;229;N215;N216;0;58.244;taxiway;0;;
;230;N216;N217;0;58.244;taxiway;0;;
;231;N217;N218;0;58.244;taxiway;0;;
;232;N218;N219;0;58.244;taxiway;0;;
;233;N219;N220;0;58.244;taxiway;0;;
;234;N220;N221;0;58.244;taxiway;0;;
;235;N221;N222;0;58.244;taxiway;0;;
;236;N222;N223;0;58.244;taxiway;0;;
;237;N223;N224;0;58.244;taxiway;0;;
;238;N224;N225;0;58.244;taxiway;0;;
;239;N225;N226;0;58.244;taxiway;0;;
;240;N226;N227;0;58.244;taxiway;0;;
;241;N227;N228;0;58.244;taxiway;0;;
;242;N184;N228;0;58.244;taxiway;0;;
;243;N19;N229;0;57.727;taxiway;0;;
;244;N229;N230;0;57.727;taxiway;0;;
;245;N2;N230;0;57.727;taxiway;0;;
;246;N23;N231;0;59.72;taxiway;0;;
;247;N231;N232;0;59.72;taxiway;0;;
;248;N232;N233;0;59.72;taxiway;0;;
;249;N19;N233;0;59.72;taxiway;0;;
;250;N178;N234;0;51.188;taxiway;0;;
;251;N234;N235;0;51.188;taxiway;0;;
;252;N235;N236;0;51.188;taxiway;0;;
;253;N236;N237;0;51.188;taxiway;0;;
;254;N237;N238;0;51.188;taxiway;0;;
;255;N23;N238;0;51.188;taxiway;0;;
;256;N19;N239;0;45.875;taxiway;0;;
;257;N239;N240;0;45.875;taxiway;0;;
;258;N240;N241;0;45.875;taxiway;0;;
;259;N18;N241;0;45.875;taxiway;0;;
;260;N23;N242;0;45.616;taxiway;0;;
;261;N242;N243;0;45.616;taxiway;0;;
;262;N243;N244;0;45.616;taxiway;0;;
;263;N22;N244;0;45.616;taxiway;0;;
;264;N35;N245;0;32.05;taxiway;0;;
;265;N34;N245;0;32.05;taxiway;0;;
;266;N36;N246;0;42.942;taxiway;0;;
;267;N246;N247;0;42.942;taxiway;0;;
;268;N35;N247;0;42.942;taxiway;0;;
;269;N37;N248;0;42.614;taxiway;0;;
;270;N248;N249;0;42.614;taxiway;0;;
;271;N36;N249;0;42.614;taxiway;0;;
;272;N38;N250;0;43.587;taxiway;0;;
;273;N37;N250;0;43.587;taxiway;0;;
;274;N74;N251;0;41.095;taxiway;0;;
;275;N251;N252;0;41.095;taxiway;0;;
;276;N45;N252;0;41.095;taxiway;0;;
;277;N71;N253;0;32.139;taxiway;0;;
;278;N74;N253;0;32.139;taxiway;0;;
;279;N114;N254;0;52.936;taxiway;0;;
;280;N71;N254;0;52.937;taxiway;0;;
;281;N113;N255;0;39.274;taxiway;0;;
;282;N114;N255;0;39.274;taxiway;0;;
;283;N112;N256;0;39.43;taxiway;0;;
;284;N113;N256;0;39.43;taxiway;0;;
;285;N111;N257;0;41.594;taxiway;0;;
;286;N112;N257;0;41.594;taxiway;0;;
;287;N110;N258;0;39.594;taxiway;0;;
;288;N111;N258;0;39.594;taxiway;0;;
;289;N109;N259;0;39.814;taxiway;0;;
;290;N110;N259;0;39.814;taxiway;0;;
;291;N42;N260;0;54.174;taxiway;0;;
;292;N188;N260;0;54.174;taxiway;0;;
;293;N192;N261;0;58.292;taxiway;0;;
;294;N261;N262;0;58.292;taxiway;0;;
;295;N262;N263;0;58.292;taxiway;0;;
;296;N263;N264;0;58.292;taxiway;0;;
;297;N264;N265;0;58.292;taxiway;0;;
;298;N45;N265;0;58.292;taxiway;0;;
;299;N47;N266;0;46.892;taxiway;0;;
;300;N266;N267;0;46.892;taxiway;0;;
;301;N38;N267;0;46.892;taxiway;0;;
;302;N96;N268;0;48.071;taxiway;0;;
;303;N65;N268;0;48.071;taxiway;0;;
;304;N76;N269;0;38.347;taxiway;0;;
;305;N96;N269;0;38.347;taxiway;0;;
;306;N95;N270;0;37.389;taxiway;0;;
;307;N76;N270;0;37.389;taxiway;0;;
;308;N94;N271;0;37.627;taxiway;0;;
;309;N95;N271;0;37.627;taxiway;0;;
;310;N93;N272;0;36.924;taxiway;0;;
;311;N94;N272;0;36.924;taxiway;0;;
;312;N91;N273;0;41.052;taxiway;0;;
;313;N70;N273;0;41.052;taxiway;0;;
;314;N89;N274;0;31.763;taxiway;0;;
;315;N91;N274;0;31.763;taxiway;0;;
;316;N80;N275;0;41.741;taxiway;0;;
;317;N89;N275;0;41.741;taxiway;0;;
;318;N85;N276;0;37.087;taxiway;0;;
;319;N84;N276;0;37.087;taxiway;0;;
;320;N86;N277;0;37.945;taxiway;0;;
;321;N85;N277;0;37.945;taxiway;0;;
;322;N87;N278;0;37.082;taxiway;0;;
;323;N86;N278;0;37.082;taxiway;0;;
;324;N88;N279;0;37.777;taxiway;0;;
;325;N87;N279;0;37.777;taxiway;0;;
;326;N81;N280;0;48.422;taxiway;0;;
;327;N88;N280;0;48.422;taxiway;0;;
;328;N103;N281;0;40.37;taxiway;0;;
;329;N102;N281;0;40.37;taxiway;0;;
;330;N104;N282;0;39.031;taxiway;0;;
;331;N103;N282;0;39.031;taxiway;0;;
;332;N105;N283;0;40.806;taxiway;0;;
;333;N104;N283;0;40.806;taxiway;0;;
;334;N67;N284;0;30.565;taxiway;0;;
;335;N105;N284;0;30.565;taxiway;0;;
;336;N98;N285;0;48.567;taxiway;0;;
;337;N68;N285;0;48.567;taxiway;0;;
;338;N107;N286;0;54.006;taxiway;0;;
;339;N286;N287;0;54.006;taxiway;0;;
;340;N98;N287;0;54.006;taxiway;0;;
;341;N195;N288;0;32.504;taxiway;0;;
;342;N107;N288;0;32.504;taxiway;0;;
;343;N108;N289;0;49.474;taxiway;0;;
;344;N66;N289;0;49.474;taxiway;0;;
;345;N90;N290;0;39.53;taxiway;0;;
;346;N101;N290;0;39.53;taxiway;0;;
;347;N65;N291;0;52.847;taxiway;0;;
;348;N100;N291;0;52.847;taxiway;0;;
;349;N193;N292;0;30.993;taxiway;0;;
;350;N71;N292;0;30.993;taxiway;0;;
;351;N97;N293;0;52.038;taxiway;0;;
;352;N293;N294;0;52.038;taxiway;0;;
;353;N106;N294;0;52.038;taxiway;0;;
;354;N46;N295;0;43.18;taxiway;0;;
;355;N97;N295;0;43.18;taxiway;0;;
;356;N194;N296;0;53.895;taxiway;0;;
;357;N296;N297;0;53.895;taxiway;0;;
;358;N297;N298;0;53.895;taxiway;0;;
;359;N298;N299;0;53.895;taxiway;0;;
;360;N299;N300;0;53.895;taxiway;0;;
;361;N300;N301;0;53.895;taxiway;0;;
;362;N301;N302;0;53.895;taxiway;0;;
;363;N302;N303;0;53.895;taxiway;0;;
;364;N62;N303;0;53.895;taxiway;0;;
;365;N62;N304;0;56.97;taxiway;0;;
;366;N304;N305;0;56.97;taxiway;0;;
;367;N305;N306;0;56.97;taxiway;0;;
;368;N306;N307;0;56.97;taxiway;0;;
;369;N307;N308;0;56.97;taxiway;0;;
;370;N308;N309;0;56.97;taxiway;0;;
;371;N309;N310;0;56.97;taxiway;0;;
;372;N310;N311;0;56.97;taxiway;0;;
;373;N311;N312;0;56.97;taxiway;0;;
;374;N312;N313;0;56.97;taxiway;0;;
;375;N313;N314;0;56.97;taxiway;0;;
;376;N182;N314;0;56.97;taxiway;0;;
;377;N15;N315;0;45.647;taxiway;0;;
;378;N315;N316;0;45.647;taxiway;0;;
;379;N183;N316;0;45.647;taxiway;0;;
;380;N181;N317;0;43.827;taxiway;0;;
;381;N317;N318;0;43.827;taxiway;0;;
;382;N15a;N318;0;43.827;taxiway;0;;
;383;N84;N319;0;59.362;taxiway;0;;
;384;E10;N319;0;59.362;taxiway;0;;
;385;N85;N320;0;40.252;taxiway;0;;
;386;N320;N321;0;40.252;taxiway;0;;
;387;E9;N321;0;40.252;taxiway;0;;
;388;N86;N322;0;40.593;taxiway;0;;
;389;N322;N323;0;40.593;taxiway;0;;
;390;E8;N323;0;40.593;taxiway;0;;
;391;N87;N324;0;40.983;taxiway;0;;
;392;N324;N325;0;40.983;taxiway;0;;
;393;E7;N325;0;40.983;taxiway;0;;
;394;N88;N326;0;41.327;taxiway;0;;
;395;N326;N327;0;41.327;taxiway;0;;
;396;E6;N327;0;41.327;taxiway;0;;
;397;N93;N328;0;43.143;taxiway;0;;
;398;N328;N329;0;43.143;taxiway;0;;
;399;E1;N329;0;43.143;taxiway;0;;
;400;N94;N330;0;43.855;taxiway;0;;
;401;N330;N331;0;43.855;taxiway;0;;
;402;E2;N331;0;43.855;taxiway;0;;
;403;N95;N332;0;44.566;taxiway;0;;
;404;N332;N333;0;44.566;taxiway;0;;
;405;E3;N333;0;44.566;taxiway;0;;
;406;N76;N334;0;45.258;taxiway;0;;
;407;N334;N335;0;45.258;taxiway;0;;
;408;E4;N335;0;45.258;taxiway;0;;
;409;N96;N336;0;45.191;taxiway;0;;
;410;N336;N337;0;45.191;taxiway;0;;
;411;E5;N337;0;45.191;taxiway;0;;
;412;N100;N338;0;47.638;taxiway;0;;
;413;N338;N339;0;47.638;taxiway;0;;
;414;E11;N339;0;47.638;taxiway;0;;
;415;N90;N340;0;47.349;taxiway;0;;
;416;N340;N341;0;47.349;taxiway;0;;
;417;E12;N341;0;47.349;taxiway;0;;
;418;N101;N342;0;47.05;taxiway;0;;
;419;N342;N343;0;47.05;taxiway;0;;
;420;E13;N343;0;47.05;taxiway;0;;
;421;N102;N344;0;46.631;taxiway;0;;
;422;N344;N345;0;46.631;taxiway;0;;
;423;E14;N345;0;46.631;taxiway;0;;
;424;N103;N346;0;46.008;taxiway;0;;
;425;N346;N347;0;46.008;taxiway;0;;
;426;E15;N347;0;46.008;taxiway;0;;
;427;N104;N348;0;45.434;taxiway;0;;
;428;N348;N349;0;45.434;taxiway;0;;
;429;E16;N349;0;45.434;taxiway;0;;
;430;N105;N350;0;44.827;taxiway;0;;
;431;N350;N351;0;44.827;taxiway;0;;
;432;E17;N351;0;44.827;taxiway;0;;
;433;N108;N352;0;46.068;taxiway;0;;
;434;N352;N353;0;46.068;taxiway;0;;
;435;E24;N353;0;46.068;taxiway;0;;
;436;N109;N354;0;45.798;taxiway;0;;
;437;N354;N355;0;45.798;taxiway;0;;
;438;E23;N355;0;45.798;taxiway;0;;
;439;N110;N356;0;45.574;taxiway;0;;
;440;N356;N357;0;45.574;taxiway;0;;
;441;E22;N357;0;45.574;taxiway;0;;
;442;N111;N358;0;45.357;taxiway;0;;
;443;N358;N359;0;45.357;taxiway;0;;
;444;E21;N359;0;45.357;taxiway;0;;
;445;N112;N360;0;45.128;taxiway;0;;
;446;N360;N361;0;45.128;taxiway;0;;
;447;E20;N361;0;45.128;taxiway;0;;
;448;N113;N362;0;44.886;taxiway;0;;
;449;N362;N363;0;44.886;taxiway;0;;
;450;E19;N363;0;44.886;taxiway;0;;
;451;N114;N364;0;44.655;taxiway;0;;
;452;N364;N365;0;44.655;taxiway;0;;
;453;E18;N365;0;44.655;taxiway;0;;
;454;N120;N366;0;36.069;taxiway;0;;
;455;N115;N366;0;36.069;taxiway;0;;
;456;N119;N367;0;35.793;taxiway;0;;
;457;N120;N367;0;35.793;taxiway;0;;
;458;N66;N368;0;32.017;taxiway;0;;
;459;N121;N368;0;32.017;taxiway;0;;
;460;N119;N369;0;59.965;taxiway;0;;
;461;E25;N369;0;59.965;taxiway;0;;
;462;N120;N370;0;58.266;taxiway;0;;
;463;E26;N370;0;58.267;taxiway;0;;
;464;N115;N371;0;56.63;taxiway;0;;
;465;E27;N371;0;56.63;taxiway;0;;
;466;E28;N372;0;54.382;taxiway;0;;
;467;N121;N372;0;54.382;taxiway;0;;
;468;N127;N373;0;46.354;taxiway;0;;
;469;N373;N374;0;46.354;taxiway;0;;
;470;N66;N374;0;46.354;taxiway;0;;
;471;E31;N375;0;39.002;taxiway;0;;
;472;N123;N375;0;39.002;taxiway;0;;
;473;E30;N376;0;38.178;taxiway;0;;
;474;N125;N376;0;38.178;taxiway;0;;
;475;E29;N377;0;36.899;taxiway;0;;
;476;N127;N377;0;36.899;taxiway;0;;
;477;N45;N378;0;56.618;taxiway;0;;
;478;N378;N379;0;56.618;taxiway;0;;
;479;N38;N379;0;56.618;taxiway;0;;
;480;N131;N380;0;46.31;taxiway;0;;
;481;N380;N381;0;46.31;taxiway;0;;
;482;A18;N381;0;46.31;taxiway;0;;
;483;N133;N382;0;46.322;taxiway;0;;
;484;N382;N383;0;46.322;taxiway;0;;
;485;A17;N383;0;46.322;taxiway;0;;
;486;N135;N384;0;46.298;taxiway;0;;
;487;N384;N385;0;46.298;taxiway;0;;
;488;A16;N385;0;46.298;taxiway;0;;
;489;N137;N386;0;46.286;taxiway;0;;
;490;N386;N387;0;46.286;taxiway;0;;
;491;A15;N387;0;46.286;taxiway;0;;
;492;N139;N388;0;46.282;taxiway;0;;
;493;N388;N389;0;46.282;taxiway;0;;
;494;A14;N389;0;46.282;taxiway;0;;
;495;N141;N390;0;46.263;taxiway;0;;
;496;N390;N391;0;46.263;taxiway;0;;
;497;A13;N391;0;46.263;taxiway;0;;
;498;N143;N392;0;46.261;taxiway;0;;
;499;N392;N393;0;46.261;taxiway;0;;
;500;A12;N393;0;46.261;taxiway;0;;
;501;N187;N394;0;47.213;taxiway;0;;
;502;N394;N395;0;47.213;taxiway;0;;
;503;N395;N396;0;47.213;taxiway;0;;
;504;N196;N396;0;47.213;taxiway;0;;
;505;N186;N397;0;50.867;taxiway;0;;
;506;N397;N398;0;50.867;taxiway;0;;
;507;N185;N398;0;50.867;taxiway;0;;
;508;N145;N399;0;40.302;taxiway;0;;
;509;W5;N399;0;40.302;taxiway;0;;
;510;N150;N400;0;42.573;taxiway;0;;
;511;W4;N400;0;42.573;taxiway;0;;
;512;N152;N401;0;43.071;taxiway;0;;
;513;W3;N401;0;43.071;taxiway;0;;
;514;N154;N402;0;38.218;taxiway;0;;
;515;W2;N402;0;38.218;taxiway;0;;
;516;N146;N403;0;35.571;taxiway;0;;
;517;W1;N403;0;35.571;taxiway;0;;
;518;W6;N404;0;44.219;taxiway;0;;
;519;N156;N404;0;44.219;taxiway;0;;
;520;W7;N405;0;44.316;taxiway;0;;
;521;N158;N405;0;44.316;taxiway;0;;
;522;N161;N406;0;56.675;taxiway;0;;
;523;A11;N406;0;56.675;taxiway;0;;
;524;N163;N407;0;58.405;taxiway;0;;
;525;A10;N407;0;58.405;taxiway;0;;
;526;N165;N408;0;56.941;taxiway;0;;
;527;A9;N408;0;56.941;taxiway;0;;
;528;N167;N409;0;45.127;taxiway;0;;
;529;N409;N410;0;45.127;taxiway;0;;
;530;A6;N410;0;45.127;taxiway;0;;
;531;N169;N411;0;46.757;taxiway;0;;
;532;N411;N412;0;46.757;taxiway;0;;
;533;A5;N412;0;46.757;taxiway;0;;
;534;N171;N413;0;46.841;taxiway;0;;
;535;N413;N414;0;46.841;taxiway;0;;
;536;A4;N414;0;46.841;taxiway;0;;
;537;N173;N415;0;48.259;taxiway;0;;
;538;N415;N416;0;48.259;taxiway;0;;
;539;A3;N416;0;48.259;taxiway;0;;
;540;N177;N417;0;50.367;taxiway;0;;
;541;N417;N418;0;50.367;taxiway;0;;
;542;A2;N418;0;50.367;taxiway;0;;
;543;N176;N419;0;48.971;taxiway;0;;
;544;N419;N420;0;48.971;taxiway;0;;
;545;A1;N420;0;48.972;taxiway;0;;
;546;N13;N421;0;44.628;taxiway;0;;
;547;N176;N421;0;44.628;taxiway;0;;
;548;N176;N422;0;37.874;taxiway;0;;
;549;N177;N422;0;37.874;taxiway;0;;
;550;A1N;N423;0;51.101;taxiway;0;;
;551;N176;N423;0;51.101;taxiway;0;;
;552;N189;N424;0;57.389;taxiway;0;;
;553;N424;N425;0;57.389;taxiway;0;;
;554;N425;N426;0;57.389;taxiway;0;;
;555;N426;N427;0;57.389;taxiway;0;;
;556;N427;N428;0;57.389;taxiway;0;;
;557;N190;N428;0;57.389;taxiway;0;;
;558;N171;N429;0;37.342;taxiway;0;;
;559;N173;N429;0;37.342;taxiway;0;;
;560;N109;N430;0;38.16;taxiway;0;;
;561;N108;N430;0;38.16;taxiway;0;;
;562;N173;N431;0;35.851;taxiway;0;;
;563;N177;N431;0;35.851;taxiway;0;;
;564;N2;N432;0;56.043;taxiway;0;;
;565;N432;N433;0;56.043;taxiway;0;;
;566;N433;N434;0;56.043;taxiway;0;;
;567;N180;N434;0;56.043;taxiway;0;;
;568;N188;N435;0;38.373;taxiway;0;;
;569;N41;N435;0;38.373;taxiway;0;;
;570;N191;N436;0;48.473;taxiway;0;;
;571;N436;N437;0;48.473;taxiway;0;;
;572;N437;N438;0;48.473;taxiway;0;;
;573;N42a;N438;0;48.473;taxiway;0;;
;574;N192;N439;0;33.05;taxiway;0;;
;575;N46;N439;0;33.05;taxiway;0;;
;576;N193;N440;0;35.534;taxiway;0;;
;577;N106;N440;0;35.534;taxiway;0;;
;578;N74;N441;0;37.084;taxiway;0;;
;579;N194;N441;0;37.084;taxiway;0;;
;580;N195;N442;0;37.602;taxiway;0;;
;581;N66;N442;0;37.602;taxiway;0;;
